Wage (€),Value (€),Name,Age,Nationality,Overall,Potential,Club
98000,15000000,D. Tadi_,28,Serbia,80,80,Southampton
26000,18500000,L. Muriel,26,Colombia,80,83,Sevilla FC
23000,18500000,Pablo Sarabia,25,Spain,80,83,Sevilla FC
105000,20000000,A. Oxlade-Chamberlain,23,England,80,85,Liverpool
66000,15000000,J. Guilavogui,26,France,80,82,VfL Wolfsburg
54000,19500000,O. Özyakup,24,Turkey,80,85,Be_ikta_ JK
1000,14500000,Y. Rakitskyi,27,Ukraine,80,82,Shakhtar Donetsk
31000,17500000,Sergi Enrich,27,Spain,80,81,SD Eibar
30000,10000000,Neto,27,Brazil,80,80,Valencia CF
29000,15000000,Hugo Mallo,26,Spain,80,83,RC Celta de Vigo
73000,17000000,D. Didavi,27,Germany,80,81,VfL Wolfsburg
42000,17500000,R. Soriano,26,Italy,80,81,Villarreal CF
66000,17500000,A. Schürrle,26,Germany,80,81,Borussia Dortmund
71000,12000000,M. Gonalons,28,France,80,80,Roma
69000,18000000,R. Pereyra,26,Argentina,80,83,Watford
40000,15000000,K. Vogt,25,Germany,80,82,TSG 1899 Hoffenheim
40000,13000000,F. Orellana,31,Chile,80,80,Valencia CF
68000,12000000,Maicon,28,Brazil,80,80,Galatasaray SK
17000,16000000,E. Salvio,26,Argentina,80,80,SL Benfica
120000,13500000,D. Blind,27,Netherlands,80,81,Manchester United
71000,19000000,S. El Shaarawy,24,Italy,80,83,Roma
120000,17500000,M. Antonio,27,England,80,81,West Ham United
61000,15500000,Iago Falqué,27,Spain,80,80,Torino
89000,16000000,S. Rondón,27,Venezuela,80,80,West Bromwich Albion
23000,13500000,Daniel Carriço,28,Portugal,80,81,Sevilla FC
63000,11000000,M. Schmelzer,29,Germany,80,80,Borussia Dortmund
110000,15500000,J. McCarthy,26,Republic of Ireland,80,83,Everton
57000,16500000,A. Dzagoev,27,Russia,80,81,CSKA Moscow
24000,17000000,Ganso,27,Brazil,80,81,Sevilla FC
59000,17500000,F. Smolov,27,Russia,80,81,FC Krasnodar
130000,17500000,D. Welbeck,26,England,80,81,Arsenal
37000,11500000,Luiz Gustavo,29,Brazil,80,80,Olympique de Marseille
33000,14500000,Mikel San José,28,Spain,80,80,Athletic Club de Bilbao
120000,13500000,M. Darmian,27,Italy,80,81,Manchester United
32000,11500000,R. Thomas,29,France,80,80,Angers SCO
48000,14500000,I. Traoré,29,Guinea,80,80,Borussia Mönchengladbach
29000,14500000,Sidnei,27,Brazil,80,82,RC Deportivo de La Coruña
17000,14500000,J. Lens,29,Netherlands,80,80,Be_ikta_ JK
80000,14500000,Eder,30,Italy,80,80,Inter
120000,9500000,Kiko Casilla,30,Spain,80,80,Real Madrid CF
110000,9500000,Nacho Monreal,31,Spain,80,80,Arsenal
59000,13500000,S. Bender,28,Germany,80,81,Bayer 04 Leverkusen
31000,13500000,M. Díaz,30,Chile,80,80,U.N.A.M.
62000,12500000,A. Fernández,31,Argentina,80,80,Atlético Madrid
0,0,M. Berg,30,Sweden,80,80,
14000,11500000,I. Piatti,32,Argentina,80,80,Montreal Impact
25000,14000000,V. Birsa,30,Slovenia,80,80,Chievo Verona
29000,14000000,Pedro León,30,Spain,80,80,SD Eibar
41000,14500000,K. Boateng,30,Ghana,80,80,Eintracht Frankfurt
18000,11000000,Marcano,30,Spain,80,80,FC Porto
71000,11500000,H. Moreno,29,Mexico,80,80,Roma
97000,9500000,S. Romero,30,Argentina,80,80,Manchester United
74000,14000000,A. Candreva,30,Italy,80,80,Inter
67000,10500000,D. Criscito,30,Italy,80,80,Zenit St. Petersburg
33000,14500000,D. Wass,28,Denmark,80,80,RC Celta de Vigo
44000,10500000,Coke,30,Spain,80,80,FC Schalke 04
32000,13500000,A. Guardado,30,Mexico,80,80,Real Betis Balompié
13000,16500000,J. dos Santos,27,Mexico,80,81,LA Galaxy
96000,18500000,E. Lamela,25,Argentina,80,83,Tottenham Hotspur
86000,12000000,R. Bertrand,27,England,80,80,Southampton
0,0,Renato Augusto,29,Brazil,80,80,
16000,10000000,Jardel,31,Brazil,80,80,SL Benfica
50000,10500000,V. Denisov,30,Uzbekistan,80,80,Lokomotiv Moscow
54000,8000000,D. Basta,32,Serbia,80,80,Lazio
29000,10000000,G. Cabral,31,Argentina,80,80,RC Celta de Vigo
96000,10000000,G. Paletta,31,Italy,80,80,Milan
125000,15000000,T. Walcott,28,England,80,80,Arsenal
60000,8500000,L. Fabia_ski,32,Poland,80,80,Swansea City
60000,6000000,B. Foster,34,England,80,80,West Bromwich Albion
41000,12000000,V. Ibiševi_,32,Bosnia Herzegovina,80,80,Hertha BSC Berlin
23000,11000000,K. El Ahmadi,32,Morocco,80,80,Feyenoord
38000,13000000,S. Kalou,31,Ivory Coast,80,80,Hertha BSC Berlin
54000,13000000,Manuel Fernandes,31,Portugal,80,80,Lokomotiv Moscow
50000,8500000,A. Granqvist,32,Sweden,80,80,FC Krasnodar
13000,12000000,L. Podolski,32,Germany,80,80,Vissel Kobe
34000,6000000,Javi Fuego,33,Spain,80,80,RCD Espanyol
30000,9000000,F. Belluschi,33,Argentina,80,80,San Lorenzo de Almagro
48000,7500000,A. Mirante,33,Italy,80,80,Bologna
40000,6000000,V. Enyeama,34,Nigeria,80,80,LOSC Lille
44000,6000000,F. Marchetti,34,Italy,80,80,Lazio
10000,6500000,Kaká,35,Brazil,80,80,Orlando City Soccer Club
110000,9500000,J. Milner,31,England,80,80,Liverpool
56000,4500000,A. Hutchinson,34,Canada,80,80,Be_ikta_ JK
73000,10000000,M. Topal,31,Turkey,80,80,Fenerbahçe SK
21000,6000000,J. Mathieu,33,France,80,80,Sporting CP
59000,7500000,C. Kameni,33,Cameroon,80,80,Fenerbahçe SK
110000,4500000,P. Jagielka,34,England,80,80,Everton
25000,1700000,P. Evra,36,France,80,80,Olympique de Marseille
87000,8000000,J. Defoe,34,England,80,80,Bournemouth
8000,1000000,Júlio César,37,Brazil,80,80,SL Benfica
86000,3500000,M. Carrick,35,England,80,80,Manchester United
11000,16500000,M. Almirón,23,Paraguay,79,83,Atlanta United FC
33000,18000000,Oyarzabal,20,Spain,79,86,Real Sociedad
21000,15500000,Soares,26,Brazil,79,81,FC Porto
23000,11000000,M. Campaña,28,Uruguay,79,82,Independiente
31000,17000000,F. Andone,24,Romania,79,84,RC Deportivo de La Coruña
22000,16000000,M. Acuña,25,Argentina,79,82,Sporting CP
105000,15000000,V. Lindelöf,22,Sweden,79,86,Manchester United
26000,12500000,Y. Cardinale,23,France,79,85,OGC Nice
19000,14500000,C. Lenglet,22,France,79,84,Sevilla FC
52000,18500000,M. Dahoud,21,Germany,79,87,Borussia Dortmund
110000,13500000,D. Zappacosta,25,Italy,79,83,Chelsea
64000,13500000,N. Maksimovi_,25,Serbia,79,83,Napoli
64000,17500000,E. Rigoni,24,Argentina,79,85,Zenit St. Petersburg
23000,12500000,I. Marcone,27,Argentina,79,82,Club Atlético Lanús
16000,12000000,L. López,27,Argentina,79,80,SL Benfica
60000,19000000,A. Correa,22,Argentina,79,87,Atlético Madrid
81000,18000000,K. Coman,21,France,79,86,FC Bayern Munich
40000,11000000,S. Kritsyuk,26,Russia,79,82,FC Krasnodar
37000,18500000,W. Cyprien,22,France,79,87,OGC Nice
29000,16000000,Diego Llorente,23,Spain,79,87,Real Sociedad
15000,17000000,Anderson Talisca,23,Brazil,79,84,Be_ikta_ JK
25000,15000000,L. Dendoncker,22,Belgium,79,86,RSC Anderlecht
38000,18000000,M. Meyer,21,Germany,79,86,FC Schalke 04
31000,14000000,Gayà,22,Spain,79,84,Valencia CF
90000,17000000,S. Boufal,23,Morocco,79,84,Southampton
64000,17500000,M. Benassi,22,Italy,79,86,Fiorentina
23000,14000000,N. Tagliafico,24,Argentina,79,84,Independiente
58000,13500000,E. Hysaj,23,Albania,79,83,Napoli
31000,15000000,João Cancelo,23,Portugal,79,86,Inter
83000,16000000,A. Romagnoli,22,Italy,79,87,Milan
17000,17000000,Óliver Torres,22,Spain,79,85,FC Porto
92000,16500000,H. Çalhano_lu,23,Turkey,79,83,Milan
39000,16500000,Gerard Moreno,25,Spain,79,83,RCD Espanyol
65000,17500000,B. Traoré,21,Burkina Faso,79,85,Olympique Lyonnais
60000,18000000,L. Vietto,23,Argentina,79,86,Atlético Madrid
64000,16500000,L. Paredes,23,Argentina,79,84,Zenit St. Petersburg
63000,16500000,M. Arnold,23,Germany,79,84,VfL Wolfsburg
81000,18500000,S. Gnabry,21,Germany,79,87,TSG 1899 Hoffenheim
91000,14000000,L. Shaw,21,England,79,84,Manchester United
35000,13000000,E. Viš_a,27,Bosnia Herzegovina,79,79,_stanbul Ba_ak_ehir FK
1000,17000000,Bernard,24,Brazil,79,84,Shakhtar Donetsk
54000,16500000,D. Baselli,25,Italy,79,84,Torino
71000,18000000,A. Milik,23,Poland,79,86,Napoli
81000,13500000,Bernat,24,Spain,79,83,FC Bayern Munich
57000,13500000,W. Orban,24,Germany,79,82,RB Leipzig
33000,16000000,Rubén Pardo,24,Spain,79,83,Real Sociedad
96000,15000000,K. Zouma,22,France,79,86,Stoke City
42000,13000000,C. Kramer,26,Germany,79,82,Borussia Mönchengladbach
54000,13500000,S. Vrsaljko,25,Croatia,79,83,Atlético Madrid
80000,15500000,Zé Luís,26,Cape Verde,79,81,Spartak Moscow
105000,14500000,J. Stones,23,England,79,85,Manchester City
36000,14500000,J. Vestergaard,24,Denmark,79,84,Borussia Mönchengladbach
64000,14000000,Fernando,25,Brazil,79,84,Spartak Moscow
71000,17000000,M. Depay,23,Netherlands,79,84,Olympique Lyonnais
78000,10000000,F. Fernández,28,Argentina,79,79,Swansea City
47000,12500000,S. Sané,26,Senegal,79,81,Hannover 96
43000,16000000,N. Sansone,25,Italy,79,82,Villarreal CF
63000,16000000,P. Ntep,24,France,79,82,VfL Wolfsburg
68000,13000000,F. Ghoulam,26,Algeria,79,82,Napoli
64000,13500000,J. Murillo,25,Colombia,79,83,Valencia CF
37000,12500000,Gabriel Paulista,26,Brazil,79,81,Valencia CF
38000,14500000,V. Darida,26,Czech Republic,79,80,Hertha BSC Berlin
82000,13000000,Cédric,25,Portugal,79,82,Southampton
68000,12500000,L. Tonelli,27,Italy,79,81,Napoli
6000,16000000,R. Saponara,25,Italy,79,82,Fiorentina
35000,13000000,D. Sidibé,24,France,79,82,AS Monaco
53000,13000000,Y. Konoplyanka,27,Ukraine,79,79,FC Schalke 04
125000,14000000,L. Digne,23,France,79,84,FC Barcelona
150000,17500000,Paco Alcácer,23,Spain,79,85,FC Barcelona
30000,12500000,Vicente Gómez,28,Spain,79,79,UD Las Palmas
32000,15500000,E. Çolak,26,Turkey,79,82,RC Deportivo de La Coruña
25000,15500000,N. Jørgensen,26,Denmark,79,81,Feyenoord
82000,13000000,Oriol Romeu,25,Spain,79,81,Southampton
26000,12000000,Nolito,30,Spain,79,79,Sevilla FC
71000,13500000,B. Martins Indi,25,Netherlands,79,82,Stoke City
98000,16500000,M. Gabbiadini,25,Italy,79,83,Southampton
46000,15000000,P. Herrmann,26,Germany,79,80,Borussia Mönchengladbach
75000,13500000,F. Lejeune,26,France,79,83,Newcastle United
63000,13500000,J. Bruma,25,Netherlands,79,83,VfL Wolfsburg
115000,12500000,P. Jones,25,England,79,80,Manchester United
80000,8000000,Adrián,30,Spain,79,79,West Ham United
31000,16000000,Keko,25,Spain,79,82,Málaga CF
39000,12500000,H. Pérez,28,Paraguay,79,79,RCD Espanyol
40000,9500000,Jaume Costa,29,Spain,79,79,Villarreal CF
54000,13000000,A. Areola,24,France,79,86,Paris Saint-Germain
22000,10500000,Escudero,27,Spain,79,79,Sevilla FC
69000,15500000,Y. Mall_,25,Turkey,79,81,VfL Wolfsburg
80000,15500000,A. Kokorin,26,Russia,79,81,Zenit St. Petersburg
22000,12000000,S. Corchia,26,France,79,80,Sevilla FC
42000,11500000,J. Kucka,30,Slovakia,79,79,Trabzonspor
17000,11000000,J. Zoet,26,Netherlands,79,82,PSV
58000,16000000,A. Ljaji_,25,Serbia,79,82,Torino
37000,15500000,Canales,26,Spain,79,82,Real Sociedad
27000,8500000,M. Hitz,29,Switzerland,79,79,FC Augsburg
31000,9500000,Balenziaga,29,Spain,79,79,Athletic Club de Bilbao
92000,13000000,W. Bony,28,Ivory Coast,79,79,Swansea City
42000,10500000,B. Hübner,27,Germany,79,79,TSG 1899 Hoffenheim
110000,12000000,F. Coquelin,26,France,79,80,Arsenal
59000,13000000,Jonathas,28,Brazil,79,79,Hannover 96
34000,14500000,G. Bou,27,Argentina,79,80,Club Tijuana
28000,10000000,V. Babacan,28,Turkey,79,80,_stanbul Ba_ak_ehir FK
26000,12500000,S. Doumbia,29,Ivory Coast,79,79,Sporting CP
74000,9500000,C. Noboa,32,Ecuador,79,79,Zenit St. Petersburg
71000,10000000,I. Smolnikov,28,Russia,79,79,Zenit St. Petersburg
57000,10000000,Maurício,28,Brazil,79,79,Lazio
38000,13000000,M. Fabián,27,Mexico,79,79,Eintracht Frankfurt
27000,10000000,R. Zieler,28,Germany,79,80,VfB Stuttgart
125000,14000000,D. Drinkwater,27,England,79,80,Chelsea
68000,8000000,A. Kolarov,31,Serbia,79,79,Roma
65000,8000000,Mariano,31,Brazil,79,79,Galatasaray SK
77000,13000000,S. Feghouli,27,Algeria,79,79,Galatasaray SK
40000,13500000,K. Papadopoulos,25,Greece,79,82,Hamburger SV
52000,12500000,S. Wagner,29,Germany,79,79,TSG 1899 Hoffenheim
39000,12500000,P. Piatti,28,Argentina,79,79,RCD Espanyol
78000,10000000,C. Yacob,29,Argentina,79,79,West Bromwich Albion
105000,10000000,A. Ogbonna,29,Italy,79,79,West Ham United
28000,7500000,Roberto,31,Spain,79,79,Málaga CF
69000,12000000,N. Amrabat,30,Morocco,79,79,CD Leganés
25000,10000000,W. Vainqueur,28,France,79,79,Antalyaspor
68000,9500000,Marcelo,30,Brazil,79,79,Olympique Lyonnais
29000,9000000,Antunes,30,Portugal,79,79,Getafe CF
48000,10000000,Fabricio,29,Spain,79,80,Be_ikta_ JK
63000,9500000,S. Prödl,30,Austria,79,79,Watford
67000,9500000,S. Tasci,30,Germany,79,79,Spartak Moscow
48000,12500000,F. Johnson,29,United States,79,79,Borussia Mönchengladbach
82000,15000000,Bojan,26,Spain,79,80,Deportivo Alavés
140000,12000000,M. Fellaini,29,Belgium,79,79,Manchester United
52000,8500000,P. Wernbloom,31,Sweden,79,79,CSKA Moscow
110000,13000000,A. Ayew,27,Ghana,79,79,West Ham United
91000,9000000,D. Ospina,28,Colombia,79,79,Arsenal
105000,11500000,W. Reid,28,New Zealand,79,80,West Ham United
54000,9500000,Lucas Leiva,30,Brazil,79,79,Lazio
40000,12000000,Z. Junuzovi_,29,Austria,79,79,SV Werder Bremen
68000,9000000,C. Ansaldi,30,Argentina,79,79,Torino
115000,12500000,V. Moses,26,Nigeria,79,81,Chelsea
37000,11500000,D. Zurutuza,30,France,79,79,Real Sociedad
13000,11000000,D. Valeri,31,Argentina,79,79,Portland Timbers
99000,5000000,José Fonte,33,Portugal,79,79,West Ham United
63000,10000000,N. _ahin,28,Turkey,79,79,Borussia Dortmund
0,0,Gervinho,30,Ivory Coast,79,79,
15000,13000000,G. dos Santos,28,Mexico,79,79,LA Galaxy
78000,10000000,R. Shawcross,29,England,79,79,Stoke City
78000,10000000,J. Evans,29,Northern Ireland,79,79,West Bromwich Albion
41000,8000000,S. Sirigu,30,Italy,79,79,Torino
24000,11500000,A. Gyan,31,Ghana,79,79,Kayserispor
69000,11000000,Y. Cabaye,31,France,79,79,Crystal Palace
34000,5000000,Danilo,33,Brazil,79,79,Udinese
22000,5000000,N. Pareja,33,Argentina,79,79,Sevilla FC
54000,9000000,S. Radu,30,Romania,79,79,Lazio
35000,9500000,D. Abraham,30,Argentina,79,79,Eintracht Frankfurt
24000,6500000,M. Krohn-Dehli,34,Denmark,79,79,Sevilla FC
37000,11000000,Jurado,31,Spain,79,79,RCD Espanyol
77000,11500000,B. Gomis,31,France,79,79,Galatasaray SK
19000,14000000,H. Herrera,27,Mexico,79,80,FC Porto
11000,1700000,Luisão,36,Brazil,79,79,SL Benfica
37000,3000000,V. Berezutskiy,35,Russia,79,79,CSKA Moscow
42000,7500000,I. Akinfeev,31,Russia,79,79,CSKA Moscow
50000,5000000,I. Denisov,33,Russia,79,79,Lokomotiv Moscow
74000,10000000,A. Samedov,32,Russia,79,79,Spartak Moscow
37000,7500000,Xabi Prieto,33,Spain,79,79,Real Sociedad
67000,11500000,Negredo,31,Spain,79,79,Be_ikta_ JK
1000,6500000,A. Pyatov,33,Ukraine,79,79,Shakhtar Donetsk
99000,7000000,P. Zabaleta,32,Argentina,79,79,West Ham United
18000,7500000,G. Ochoa,31,Mexico,79,79,Standard de Liège
59000,3000000,W. Caballero,35,Argentina,79,79,Chelsea
24000,8000000,Vágner Love,33,Brazil,79,79,Alanyaspor
74000,6500000,M. Vorm,33,Netherlands,79,79,Tottenham Hotspur
32000,5000000,D. Baier,33,Germany,79,79,FC Augsburg
33000,1700000,Gomes,36,Brazil,79,79,Watford
28000,7000000,R. Adler,32,Germany,79,79,1. FSV Mainz 05
12000,850000,S. Sorrentino,38,Italy,79,79,Chievo Verona
1000,4200000,T. Rosický,36,Czech Republic,79,79,Sparta Praha
10000,4000000,A. Pirlo,38,Italy,79,79,New York City Football Club
53000,1700000,G. Barry,36,England,79,79,West Bromwich Albion
26000,4000000,E. Belözo_lu,36,Turkey,79,79,_stanbul Ba_ak_ehir FK
43000,9000000,A. Lunev,25,Russia,78,80,Zenit St. Petersburg
77000,15500000,André Silva,21,Portugal,78,86,Milan
10000,16500000,K. Dolberg,19,Denmark,78,88,Ajax
21000,12000000,Yeray,22,Spain,78,84,Athletic Club de Bilbao
31000,16500000,C. Pulisic,18,United States,78,89,Borussia Dortmund
43000,14000000,L. Tousart,20,France,78,87,Olympique Lyonnais
8000,11000000,A. Onana,21,Cameroon,78,85,Ajax
28000,14500000,V. Koziello,21,France,78,85,OGC Nice
23000,13500000,N. Radoja,24,Serbia,78,83,RC Celta de Vigo
24000,14000000,V. Rongier,22,France,78,84,FC Nantes
49000,10500000,O. Al Soma,28,Syria,78,78,Al Ahli
13000,14500000,F. Cervi,23,Argentina,78,85,SL Benfica
26000,12000000,Jorge Meré,20,Spain,78,84,1. FC Köln
26000,12500000,Jony,25,Spain,78,79,Málaga CF
48000,12000000,R. Karsdorp,22,Netherlands,78,84,Roma
105000,16500000,Dani Ceballos,20,Spain,78,88,Real Madrid CF
17000,14500000,H. Lozano,21,Mexico,78,85,PSV
14000,10000000,Raúl,27,Brazil,78,79,SC Braga
19000,10000000,Pau López,22,Spain,78,83,RCD Espanyol
59000,13000000,M. Vecino,25,Uruguay,78,81,Inter
23000,15500000,A. Sanabria,21,Paraguay,78,86,Real Betis Balompié
18000,12500000,R. Battaglia,25,Argentina,78,80,Sporting CP
50000,13000000,J. Izquierdo,24,Colombia,78,80,Brighton & Hove Albion
23000,14500000,T. Bongonda,21,Belgium,78,84,Trabzonspor
27000,12500000,Rúben Semedo,23,Portugal,78,85,Villarreal CF
13000,14000000,Rafa,24,Portugal,78,83,SL Benfica
28000,10000000,Morales,29,Spain,78,78,Levante UD
21000,11500000,Capa,25,Spain,78,83,SD Eibar
22000,9500000,M. Sportiello,25,Italy,78,82,Fiorentina
67000,13000000,D. Zapata,26,Colombia,78,81,Sampdoria
29000,12000000,D. Benedetto,27,Argentina,78,79,Boca Juniors
18000,14500000,A. Ruiz,23,Argentina,78,84,Sporting CP
30000,13500000,D. Laxalt,24,Uruguay,78,82,Genoa
92000,15000000,D. Origi,22,Belgium,78,85,VfL Wolfsburg
25000,12500000,N. Stark,22,Germany,78,85,Hertha BSC Berlin
15000,12500000,Hernâni,25,Portugal,78,79,FC Porto
16000,14500000,Iuri Medeiros,22,Portugal,78,85,Sporting CP
16000,14500000,Bruno Fernandes,22,Portugal,78,85,Sporting CP
27000,14500000,R. Gagliardini,23,Italy,78,85,Inter
11000,10000000,Pedro Santos,29,Portugal,78,78,Columbus Crew SC
23000,14000000,Carles Gil,24,Spain,78,83,RC Deportivo de La Coruña
22000,11000000,Paulo Oliveira,26,Portugal,78,82,SD Eibar
29000,10500000,A. Szymanowski,28,Argentina,78,78,CD Leganés
62000,11000000,Bruno Peres,27,Brazil,78,78,Roma
53000,12000000,K. Wimmer,24,Austria,78,83,Stoke City
11000,8500000,Tiago Volpi,26,Brazil,78,80,Querétaro
33000,14000000,F. Kosti_,24,Serbia,78,83,Hamburger SV
14000,8500000,A. Samaris,28,Greece,78,78,SL Benfica
45000,12000000,A. Doucouré,24,France,78,84,Watford
18000,10000000,G. Pizarro,27,Argentina,78,80,Sevilla FC
10000,13500000,J. Martínez,24,Venezuela,78,81,Atlanta United FC
30000,11500000,M. Ginter,23,Germany,78,82,Borussia Mönchengladbach
95000,13000000,J. Lingard,24,England,78,80,Manchester United
25000,12000000,M. Weiser,23,Germany,78,85,Hertha BSC Berlin
35000,12000000,D. Cheryshev,26,Russia,78,79,Villarreal CF
22000,11000000,Bigas,26,Spain,78,81,UD Las Palmas
30000,11500000,D. Heintz,23,Germany,78,82,1. FC Köln
66000,11000000,B. Davies,24,Wales,78,82,Tottenham Hotspur
22000,10500000,L. Castro,28,Argentina,78,78,Chievo Verona
68000,15000000,J. Ward-Prowse,22,England,78,86,Southampton
25000,10000000,T. Inui,29,Japan,78,78,SD Eibar
53000,13500000,M. Sabitzer,23,Austria,78,82,RB Leipzig
86000,13000000,B. Mendy,22,France,78,86,Manchester City
16000,12500000,R. Jiménez,26,Mexico,78,80,SL Benfica
30000,12500000,E. Sala,26,Argentina,78,80,FC Nantes
17000,8500000,B. Reynet,26,France,78,80,Dijon FCO
84000,14500000,M. Niang,22,France,78,85,Torino
1000,13500000,K. Fortounis,24,Greece,78,82,Olympiakos CFP
19000,13000000,Pozuelo,25,Spain,78,81,KRC Genk
47000,10500000,Joãozinho,28,Brazil,78,78,FC Krasnodar
33000,11000000,P. Kade_ábek,25,Czech Republic,78,82,TSG 1899 Hoffenheim
17000,14000000,T. Vilhena,22,Netherlands,78,84,Feyenoord
36000,14000000,M. Elyounoussi,22,Norway,78,84,FC Basel
33000,13500000,L. Bittencourt,23,Germany,78,82,1. FC Köln
54000,14000000,Sergi Darder,23,Spain,78,84,RCD Espanyol
53000,11000000,D. Demme,25,Germany,78,81,RB Leipzig
64000,12500000,V. Eysseric,25,France,78,80,Fiorentina
39000,13000000,G. Ramírez,26,Uruguay,78,81,Sampdoria
28000,8500000,David López,27,Spain,78,78,RCD Espanyol
20000,6500000,C. T_t_ru_anu,31,Romania,78,78,FC Nantes
64000,10500000,M. Badelj,28,Croatia,78,78,Fiorentina
23000,11500000,A. Mandi,25,Algeria,78,83,Real Betis Balompié
1000,8500000,Ismaily,27,Brazil,78,78,Shakhtar Donetsk
45000,8000000,A. Marchesín,29,Argentina,78,79,Club América
29000,12500000,L. Teodorczyk,26,Poland,78,80,RSC Anderlecht
11000,6500000,Marafona,30,Portugal,78,78,SC Braga
22000,9500000,B. Lecomte,26,France,78,83,Montpellier Hérault SC
68000,11000000,N. Chadli,27,Belgium,78,78,West Bromwich Albion
50000,10500000,S. Rode,26,Germany,78,80,Borussia Dortmund
89000,13500000,M. van Ginkel,24,Netherlands,78,82,PSV
