,Episode,Line,Character,Dialogue,Action
13495,82,120,finn & jake, Woohoo!,
13564,82,189,finn & jake, MARCELINE?!,in unison
13578,83,9,finn & jake,  Marceline! ,Finn walks over to her
13993,86,31,finn & jake,  Your princess?,
14106,87,28,finn & jake," Wow! ,  Aww! She's cute.","Finn, Jake"
14127,87,49,finn & jake,"  Wow, DNA?!",
14141,87,63,finn & jake," Yea! ,  Yeah! Teachers! ,  Yeah, woo-hoo! ,  Teach, teaching teachers.","Finn, Jake, Finn, Jake"
14144,87,66,finn & jake,"  Woow, woow, woow!",
14221,87,143,finn & jake," She's chilling in the garden! ,  We left her outside the garden!","Finn, Jake"
15433,95,78,finn & jake,  AAH!,
15462,95,107,finn & jake,  We did it!,
15625,97,14,finn & jake,  G'night!,
15633,97,22,finn & jake,  What?,
15635,97,24,finn & jake,  What is it?,
15637,97,26,finn & jake,  Show us now!,
15639,97,28,finn & jake,  What you said!,
15641,97,30,finn & jake,  Too late for take-backs! We practically know everything already! Now show us!,
15755,97,144,finn & jake,"[' Oh, no! ']","Gasp, They open one door, to find the Pup Gang unconscious at the bottom of the Reconditioning Chamber. They desperately try to revive them. While trying to do so, Lemongrab steps into the room, and sees Finn and Jake. He abruptly closes the door on them, and walks over to his control panel to shock them, smiling gleefully and talking softly in a tranquil fury."
15922,98,142,finn & jake, My cars are cheap.,"trance-like, with closed eyes"
15924,98,144,finn & jake, Turn out the lights.,
15926,98,146,finn & jake, Another name.,
15930,98,150,finn & jake, Bite.,
15935,98,155,finn & jake, Ow!,
15977,99,15,finn & jake,  ,Frightened
15984,99,22,finn & jake,  Whoa!,
15986,99,24,finn & jake,  ,Approaches the rock
15996,99,34,finn & jake,  ,Tip toe walking towards near the scented candles.
16020,99,58,finn & jake,  ,Tip toe walking
16023,99,61,finn & jake,,"Plans via body language, Then disguises themselves as a painting"
16044,99,82,finn & jake,  ,Breaths
16052,99,90,finn & jake,  ,Looks above
16093,99,131,finn & jake,  ,Dives quietly
16095,99,133,finn & jake,  ,Shows up
16117,99,155,finn & jake,  ,Screaming and running for their lives
16121,99,159,finn & jake,  ,Takes two members of the theater troupe to a room.
16124,99,162,finn & jake,  ,Runs with disguises on
16150,99,188,finn & jake,  ,Grunts
16196,99,234,finn & jake,  ,Leaves the stage
16365,101,52,finn & jake, Gunther?!,
16372,101,59,finn & jake, WHAAAA!,
16495,102,28,finn & jake,  Ice King!,
16503,102,36,finn & jake,  Wha?!,
16511,102,44,finn & jake,  Bye... ,They exit.
16728,104,19,finn & jake,[' Ohhhh.'],They pause to think
17086,107,4,finn & jake," Ohhhh! ,  Ahhh!","Finn pulls out three mugs, Finn pulls out a plate of cookies"
17089,107,7,finn & jake,[' Throw-n-catch! Throw-n-catch!'],Chanting
17888,113,2,finn & jake, Woo! woo! woo!,
17898,113,12,finn & jake,,Laugh while swimming in a circle and splashing
17900,113,14,finn & jake,,Pant while swimming in a circle
17928,113,42,finn & jake, Yeah! Woo hoo!,
17958,113,72,finn & jake, Little Dude!,
19161,120,125,finn & jake,,Snickering
19342,122,35,finn & jake,,Continue making loud noises and running after the girl.
19344,122,37,finn & jake,,Stand in the alley's entrance and continue to make noises.
19346,122,39,finn & jake,,"Don't answer and instead continue to make loud noises. This causes the girl to scream again, so loudly that both cover their ears and back out of the alley."
19400,122,93,finn & jake,,Turn to one another and gasp loudly.
19413,122,106,finn & jake,,"Face each other and nod. They start their act: they criss-cross each other at the shoulder, Finn picks up Jake and guides him past both cheeks, Jake morphs into a trumpet and starts making imitating the sound of one. Jake then morphs into a ball and Finn stands on him. This causes the girl to laugh."
19414,122,107,finn & jake, We did it! ,They give each other a two-armed high five.
19425,122,118,finn & jake,,Wince as they watch it. Jake runs away with Finn calling after him.
21150,135,8,finn & jake, The Ice King? Grr—eh! ,Jake holds his nose
22287,141,173,finn & jake,,gasp
22795,145,21,finn & jake, Yeah!,
22828,145,54,finn & jake,,gasp
22954,146,30,finn & jake, Yeah.,
22984,146,60,finn & jake, Yeah! ,high five
23251,148,23,finn & jake, Open! ,They walk inside.
23282,148,54,finn & jake,,laugh
23385,148,157,finn & jake, Whatevs.,
24609,158,2,finn & jake," Willy! Willy! Oh, Willy!",
25297,163,26,finn & jake, Ancient Psychic Tandem War Elephant!,
25331,163,60,finn & jake,,laugh
25734,165,103,finn & jake," Yeah, boy!",
25921,167,20,finn & jake, Whoo!,laugh
26479,172,57,finn & jake, Ghost fly!,
26717,174,2,finn & jake," ♪Fallen ally, fallen ally, home now in the sky. Fallen ally, fallen ally, a single tear we cry.♪",singing Prismo's Ritual
26719,174,4,finn & jake, ♪ And Prismo was his name.♪,
26727,174,12,finn & jake, Prismo we love you forever in our dreams!,screaming
26729,174,14,finn & jake," Pickle rama, pickle rama, pickle rama, PICKLE RAMA!","screaming, getting progressively louder"
26804,174,89,finn & jake," ♪ Fallen ally, fallen ally, a single tear we cry.♪",
26816,174,101,finn & jake,♪ Prismo we love you forever in our dreams! ♪,still re-enacting Prismo's ritual
26818,174,103,finn & jake," Pickle rama, pickle rama, pickle rama, PICKLE RAMA!","screaming, getting progressively louder"
30542,213,9,finn & jake,,gasp
670,3,100,finn & jake,  Tree Trunks! ,Gasp
1003,5,35,finn & jake,  Next to a little dancing guy every morning!,
1055,5,87,finn & jake,  ,Screaming
1082,5,114,finn & jake,  ,Laughing
1184,5,216,finn & jake,  Awww...,
1502,7,141,finn & jake,[' Ooo.'],Tired
1526,7,165,finn & jake,[' To being great adventurers!'],Both grabbing a tub of ice cream and toasting with them
1937,10,37,finn & jake,"["" Hahaha! Yeah! We want 'em! Give us the stuff!""]",Excitedly
1950,10,50,finn & jake,  Whoa!,
2396,13,5,finn & jake,[' Wooow!'],Running towards the gate
2958,16,60,finn & jake,[' What?!'],running back to him
2979,16,81,finn & jake,  What?!,
3010,16,112,finn & jake,  ,gasp
3025,16,127,finn & jake,"  Whoa, wait! ,  Aw, man!",the ice freezes their feet
3061,16,163,finn & jake,  ,laugh
4129,23,37,finn & jake,  Secret door!,
5048,28,50,finn & jake,[' Nice King! Yeeeaah! '],"From a distance., The leap dramatically and land in front of the dome."
5050,28,52,finn & jake,[' Huh? '],"Both stare at one another., The Princesses have also stared in confusion."
5057,28,59,finn & jake,  ,Bow down.
5059,28,61,finn & jake,  Yeeah! We're knights! Niiice...,
5134,28,136,finn & jake,"[' Get ready, Ice King, for battle!']",Exiting the castle on Jake's back as he stretches through an opening.
5144,28,146,finn & jake,[' The Nice King is the Ice King!'],Gasp
5159,28,161,finn & jake,  ,Plow through the princesses who are getting knocked to the side but not harmed. They enter the castle.
5193,29,25,finn & jake,  Wha?,
5227,29,59,finn & jake,  Whoa! ,Comes to a place with lot of curtains
5252,29,84,finn & jake,  Wha?!,
5258,29,90,finn & jake,  Huh! ,They see a Red-faced Monster crying
5282,29,114,finn & jake,  Yeah!,
5285,29,117,finn & jake,  Whoa! ,"They came to a door that says ""Home of Zeldron's Armor"""
5290,29,122,finn & jake,  Drop Ball?,
5299,29,131,finn & jake,  Whoa! ,they see a big shiny light
5308,29,140,finn & jake,  Huh?,
5490,31,11,finn & jake,  Snail attack!,
5492,31,13,finn & jake,  Aaaaaah! Oof!,
5510,31,31,finn & jake,  Whoa! Aaah!,
5520,31,41,finn & jake,  Lady time! ,LADY TIME screen card; Wolf whistle
5526,31,47,finn & jake,  No!,
5546,31,67,finn & jake,  Aaah!,
5613,31,134,finn & jake,  ,Both screaming
5617,31,138,finn & jake,  Whoa!,
5656,31,177,finn & jake,"  Oh, BMO!",
6084,34,142,finn & jake,  ,scream
6866,39,11,finn & jake,  Haha! Yeah!,
6914,39,59,finn & jake,  Whoo! Awesome.,
6916,39,61,finn & jake,['\xa0Ooooh.'],Wearing controller hats
7427,42,72,finn & jake,  Oooooo!,
7481,42,126,finn & jake,  Ahh!,
7555,42,200,finn & jake,  Yeah! The Princess Plant!,
7562,42,207,finn & jake,"  Yay, hugs!",
8028,46,11,finn & jake,"[' ♫ Dream, dream, dream, dream, dream...♪']",holding hands and dancing in a circle
8052,46,35,finn & jake,  What?!,
8136,46,119,finn & jake,  Whoaa.,
8376,48,20,finn & jake,  Heat Signature 3.,
8394,48,38,finn & jake,"  ""Warning. Federal law provides severe and criminal penalties for the unauthorized exhibition of copyrighted motion pictures.""",
8416,48,60,finn & jake,  Movie filming time!,
8440,48,84,finn & jake,"  Yeah, perfect.",
8442,48,86,finn & jake,"  Yeah, look great.",
8444,48,88,finn & jake,  That's even better!,
9779,57,3,finn & jake, King and Queen Lumpy Space!,
9820,57,44,finn & jake, Nothing scares us!,dropping villagers
10576,62,22,finn & jake, NOOOOOOOO!,
10696,62,142,finn & jake,,gasp
10982,64,59,finn & jake,  LSP!,
11292,66,113,finn & jake, Wha—?!,
11296,66,117,finn & jake,  ,gasp
11310,66,131,finn & jake, Nice!,high-five
11598,69,55,finn & jake,  Ahh! ,They duck down and it flies over their heads.
11603,69,60,finn & jake,  Whoa ,then it bounces of Banana Man's car and then goes to the other side of the house
11757,70,92,finn & jake,  Aah!,
11806,70,141,finn & jake,"  Hey/Uhhh, you sound weird!",
11975,72,71,finn & jake,"  Shh, shh, shh!!",
12015,73,2,finn & jake,  ,grunting
12978,79,14,finn & jake,[' UGH!'],In disgust
12993,79,29,finn & jake," Aaaaaahhhh.... ,  ZAH!!","Voices crescendoing, Their hands meet thunderously."
13242,81,24,finn & jake,  Hmmm.,
13377,82,2,finn & jake,,Both scream
13403,82,28,finn & jake, AHHHhhhh...,both scream
13419,82,44,finn & jake, Marceline's dad.,
13471,82,96,finn & jake, Tight!,grimace as they squeeze in
13473,82,98,finn & jake, Ow!,
13495,82,120,finn & jake, Woohoo!,
13564,82,189,finn & jake, MARCELINE?!,in unison
13578,83,9,finn & jake,  Marceline! ,Finn walks over to her
13993,86,31,finn & jake,  Your princess?,
14106,87,28,finn & jake," Wow! ,  Aww! She's cute.","Finn, Jake"
14127,87,49,finn & jake,"  Wow, DNA?!",
14141,87,63,finn & jake," Yea! ,  Yeah! Teachers! ,  Yeah, woo-hoo! ,  Teach, teaching teachers.","Finn, Jake, Finn, Jake"
14144,87,66,finn & jake,"  Woow, woow, woow!",
14221,87,143,finn & jake," She's chilling in the garden! ,  We left her outside the garden!","Finn, Jake"
15433,95,78,finn & jake,  AAH!,
15462,95,107,finn & jake,  We did it!,
15625,97,14,finn & jake,  G'night!,
15633,97,22,finn & jake,  What?,
15635,97,24,finn & jake,  What is it?,
15637,97,26,finn & jake,  Show us now!,
15639,97,28,finn & jake,  What you said!,
15641,97,30,finn & jake,  Too late for take-backs! We practically know everything already! Now show us!,
15755,97,144,finn & jake,"[' Oh, no! ']","Gasp, They open one door, to find the Pup Gang unconscious at the bottom of the Reconditioning Chamber. They desperately try to revive them. While trying to do so, Lemongrab steps into the room, and sees Finn and Jake. He abruptly closes the door on them, and walks over to his control panel to shock them, smiling gleefully and talking softly in a tranquil fury."
15922,98,142,finn & jake, My cars are cheap.,"trance-like, with closed eyes"
15924,98,144,finn & jake, Turn out the lights.,
15926,98,146,finn & jake, Another name.,
15930,98,150,finn & jake, Bite.,
15935,98,155,finn & jake, Ow!,
15977,99,15,finn & jake,  ,Frightened
15984,99,22,finn & jake,  Whoa!,
15986,99,24,finn & jake,  ,Approaches the rock
15996,99,34,finn & jake,  ,Tip toe walking towards near the scented candles.
16020,99,58,finn & jake,  ,Tip toe walking
16023,99,61,finn & jake,,"Plans via body language, Then disguises themselves as a painting"
16044,99,82,finn & jake,  ,Breaths
16052,99,90,finn & jake,  ,Looks above
16093,99,131,finn & jake,  ,Dives quietly
16095,99,133,finn & jake,  ,Shows up
16117,99,155,finn & jake,  ,Screaming and running for their lives
16121,99,159,finn & jake,  ,Takes two members of the theater troupe to a room.
16124,99,162,finn & jake,  ,Runs with disguises on
16150,99,188,finn & jake,  ,Grunts
16196,99,234,finn & jake,  ,Leaves the stage
16365,101,52,finn & jake, Gunther?!,
16372,101,59,finn & jake, WHAAAA!,
16495,102,28,finn & jake,  Ice King!,
16503,102,36,finn & jake,  Wha?!,
16511,102,44,finn & jake,  Bye... ,They exit.
16728,104,19,finn & jake,[' Ohhhh.'],They pause to think
17086,107,4,finn & jake," Ohhhh! ,  Ahhh!","Finn pulls out three mugs, Finn pulls out a plate of cookies"
17089,107,7,finn & jake,[' Throw-n-catch! Throw-n-catch!'],Chanting
17888,113,2,finn & jake, Woo! woo! woo!,
17898,113,12,finn & jake,,Laugh while swimming in a circle and splashing
17900,113,14,finn & jake,,Pant while swimming in a circle
17928,113,42,finn & jake, Yeah! Woo hoo!,
17958,113,72,finn & jake, Little Dude!,
19161,120,125,finn & jake,,Snickering
19342,122,35,finn & jake,,Continue making loud noises and running after the girl.
19344,122,37,finn & jake,,Stand in the alley's entrance and continue to make noises.
19346,122,39,finn & jake,,"Don't answer and instead continue to make loud noises. This causes the girl to scream again, so loudly that both cover their ears and back out of the alley."
19400,122,93,finn & jake,,Turn to one another and gasp loudly.
19413,122,106,finn & jake,,"Face each other and nod. They start their act: they criss-cross each other at the shoulder, Finn picks up Jake and guides him past both cheeks, Jake morphs into a trumpet and starts making imitating the sound of one. Jake then morphs into a ball and Finn stands on him. This causes the girl to laugh."
19414,122,107,finn & jake, We did it! ,They give each other a two-armed high five.
19425,122,118,finn & jake,,Wince as they watch it. Jake runs away with Finn calling after him.
21150,135,8,finn & jake, The Ice King? Grr—eh! ,Jake holds his nose
22287,141,173,finn & jake,,gasp
22795,145,21,finn & jake, Yeah!,
22828,145,54,finn & jake,,gasp
22954,146,30,finn & jake, Yeah.,
22984,146,60,finn & jake, Yeah! ,high five
23251,148,23,finn & jake, Open! ,They walk inside.
23282,148,54,finn & jake,,laugh
23385,148,157,finn & jake, Whatevs.,
24609,158,2,finn & jake," Willy! Willy! Oh, Willy!",
25297,163,26,finn & jake, Ancient Psychic Tandem War Elephant!,
25331,163,60,finn & jake,,laugh
25734,165,103,finn & jake," Yeah, boy!",
25921,167,20,finn & jake, Whoo!,laugh
26479,172,57,finn & jake, Ghost fly!,
26717,174,2,finn & jake," ♪Fallen ally, fallen ally, home now in the sky. Fallen ally, fallen ally, a single tear we cry.♪",singing Prismo's Ritual
26719,174,4,finn & jake, ♪ And Prismo was his name.♪,
26727,174,12,finn & jake, Prismo we love you forever in our dreams!,screaming
26729,174,14,finn & jake," Pickle rama, pickle rama, pickle rama, PICKLE RAMA!","screaming, getting progressively louder"
26804,174,89,finn & jake," ♪ Fallen ally, fallen ally, a single tear we cry.♪",
26816,174,101,finn & jake,♪ Prismo we love you forever in our dreams! ♪,still re-enacting Prismo's ritual
26818,174,103,finn & jake," Pickle rama, pickle rama, pickle rama, PICKLE RAMA!","screaming, getting progressively louder"
